country,field,year,disclosed_investment,estimated_investment,complete,pillar,is_group
Finland,Information Technology,2024,671.0,708,True,investment,False
Finland,Information Technology,2025,350.0,354,False,investment,False
Finland,Lending and Investments,2015,85.0,87,True,investment,False
Finland,Lending and Investments,2018,1.0,1,True,investment,False
Finland,Lending and Investments,2020,,496,True,investment,False
Finland,Lending and Investments,2022,,496,True,investment,False
Finland,Manufacturing,2015,1.0,1,True,investment,False
Finland,Manufacturing,2016,2.0,2,True,investment,False
Finland,Manufacturing,2017,0.0,25,True,investment,False
Finland,Manufacturing,2018,,1,True,investment,False
Finland,Manufacturing,2019,6.0,6,True,investment,False
Finland,Manufacturing,2020,1.0,1,True,investment,False
Finland,Manufacturing,2021,3.0,5,True,investment,False
Finland,Manufacturing,2022,,2,True,investment,False
Finland,Manufacturing,2023,2.0,2,True,investment,False
Finland,Manufacturing,2024,,34,True,investment,False
Finland,Manufacturing,2025,326.0,326,False,investment,False
Finland,Media and Entertainment,2015,1.0,1,True,investment,False
Finland,Media and Entertainment,2016,2.0,2,True,investment,False
Finland,Media and Entertainment,2017,1.0,1,True,investment,False
Finland,Media and Entertainment,2018,2.0,387,True,investment,False
Finland,Media and Entertainment,2019,1.0,1,True,investment,False
Finland,Media and Entertainment,2020,8.0,10,True,investment,False
Finland,Media and Entertainment,2021,0.0,0,True,investment,False
Finland,Media and Entertainment,2022,,0,True,investment,False
Finland,Media and Entertainment,2023,0.0,0,True,investment,False
Finland,Media and Entertainment,2024,0.0,2,True,investment,False
Finland,Media and Entertainment,2025,,1,False,investment,False
Finland,"Mobile, platforms & Internet services",2015,86.0,86,True,investment,False
Finland,"Mobile, platforms & Internet services",2016,1.0,1,True,investment,False
Finland,"Mobile, platforms & Internet services",2017,4.0,4,True,investment,False
Finland,"Mobile, platforms & Internet services",2018,2.0,387,True,investment,False
Finland,"Mobile, platforms & Internet services",2019,7.0,503,True,investment,False
Finland,"Mobile, platforms & Internet services",2020,12.0,53,True,investment,False
Finland,"Mobile, platforms & Internet services",2021,48.0,544,True,investment,False
Finland,"Mobile, platforms & Internet services",2022,33.0,1024,True,investment,False
Finland,"Mobile, platforms & Internet services",2023,2.0,2,True,investment,False
Finland,"Mobile, platforms & Internet services",2024,1.0,7,True,investment,False
Finland,"Mobile, platforms & Internet services",2025,1.0,1,False,investment,False
Finland,NLP,2015,1.0,1,True,investment,False
Finland,NLP,2016,1.0,1,True,investment,False
Finland,NLP,2017,1.0,1,True,investment,False
Finland,NLP,2018,1.0,1,True,investment,False
Finland,NLP,2019,1.0,1,True,investment,False
Finland,NLP,2021,0.0,0,True,investment,False
Finland,NLP,2024,,34,True,investment,False
Finland,Navigation and mapping,2017,2.0,2,True,investment,False
Finland,Navigation and mapping,2018,,0,True,investment,False
Finland,Navigation and mapping,2021,0.0,496,True,investment,False
Finland,Navigation and mapping,2025,1.0,1,False,investment,False
Finland,Other,2015,1.0,1,True,investment,False
Finland,Other,2016,1.0,497,True,investment,False
Finland,Other,2017,0.0,0,True,investment,False
Finland,Other,2018,0.0,385,True,investment,False
Finland,Other,2019,1.0,1,True,investment,False
Finland,Other,2020,5.0,45,True,investment,False
Finland,Other,2021,0.0,0,True,investment,False
Finland,Other,2022,3.0,10,True,investment,False
Finland,Other,2023,2.0,2,True,investment,False
Finland,Other,2024,4.0,669,True,investment,False
Finland,Other,2025,3.0,4,False,investment,False
Finland,Privacy and Security,2021,1.0,1,True,investment,False
Finland,Professional services,2016,0.0,496,True,investment,False
Finland,Professional services,2017,0.0,0,True,investment,False
Finland,Professional services,2018,0.0,384,True,investment,False
Finland,Professional services,2019,2.0,2,True,investment,False
Finland,Professional services,2020,1.0,1,True,investment,False
Finland,Professional services,2021,5.0,501,True,investment,False
Finland,Professional services,2022,0.0,0,True,investment,False
Finland,Professional services,2023,5.0,5,True,investment,False
Finland,Professional services,2024,0.0,0,True,investment,False
Finland,Professional services,2025,1.0,1,False,investment,False
Finland,Real estate,2015,,19,True,investment,False
Finland,Real estate,2017,0.0,4,True,investment,False
Finland,Real estate,2018,1.0,1,True,investment,False
Finland,Real estate,2019,11.0,11,True,investment,False
Finland,Real estate,2020,119.0,120,True,investment,False
Finland,Real estate,2021,1.0,17,True,investment,False
Finland,Real estate,2022,26.0,26,True,investment,False
Finland,Real estate,2023,,2,True,investment,False
Finland,Real estate,2024,1.0,5,True,investment,False
Finland,Real estate,2025,1.0,4,False,investment,False
Finland,Robotics,2017,,0,True,investment,False
Finland,Robotics,2018,,1,True,investment,False
Finland,Robotics,2020,0.0,40,True,investment,False
Finland,Robotics,2021,,36,True,investment,False
Finland,Robotics,2022,0.0,0,True,investment,False
Finland,Robotics,2024,,1,True,investment,False
Finland,"Sales, retail, commerce, marketing",2015,107.0,109,True,investment,False
Finland,"Sales, retail, commerce, marketing",2016,2.0,2,True,investment,False
Finland,"Sales, retail, commerce, marketing",2017,14.0,14,True,investment,False
Finland,"Sales, retail, commerce, marketing",2018,1.0,385,True,investment,False
Finland,"Sales, retail, commerce, marketing",2019,200.0,201,True,investment,False
Finland,"Sales, retail, commerce, marketing",2020,6.0,6,True,investment,False
Finland,"Sales, retail, commerce, marketing",2021,5.0,501,True,investment,False
Finland,"Sales, retail, commerce, marketing",2022,571.0,571,True,investment,False
Finland,"Sales, retail, commerce, marketing",2023,,2,True,investment,False
Finland,"Sales, retail, commerce, marketing",2024,2.0,40,True,investment,False
Finland,"Sales, retail, commerce, marketing",2025,337.0,338,False,investment,False
Finland,Simulation,2018,0.0,0,True,investment,False
Finland,Simulation,2019,0.0,0,True,investment,False
Finland,Software,2015,110.0,131,True,investment,False
Finland,Software,2016,4.0,8,True,investment,False
Finland,Software,2017,21.0,28,True,investment,False
Finland,Software,2018,7.0,509,True,investment,False
Finland,Software,2019,242.0,1242,True,investment,False
Finland,Software,2020,161.0,742,True,investment,False
Finland,Software,2021,82.0,1683,True,investment,False
Finland,Software,2022,647.0,2723,True,investment,False
Finland,Software,2023,25.0,1081,True,investment,False
Finland,Software,2024,683.0,1499,True,investment,False
Finland,Software,2025,44.0,50,False,investment,False
Finland,Speech Recognition,2018,0.0,0,True,investment,False
Finland,Speech Recognition,2021,0.0,0,True,investment,False
Finland,Telecommunications,2021,1.0,1,True,investment,False
Finland,Telecommunications,2023,0.0,0,True,investment,False
Finland,Transportation,2015,22.0,22,True,investment,False
Finland,Transportation,2016,1.0,1,True,investment,False
Finland,Transportation,2017,12.0,12,True,investment,False
Finland,Transportation,2018,0.0,1,True,investment,False
Finland,Transportation,2019,200.0,200,True,investment,False
Finland,Transportation,2020,11.0,11,True,investment,False
Finland,Transportation,2022,579.0,579,True,investment,False
Finland,Transportation,2023,,2,True,investment,False
Finland,Transportation,2024,9.0,14,True,investment,False
Finland,Transportation,2025,12.0,12,False,investment,False
France,Agriculture,2015,1.0,1,True,investment,False
France,Agriculture,2017,2.0,2,True,investment,False
France,Agriculture,2018,,2,True,investment,False
France,Agriculture,2019,,2,True,investment,False
France,Agriculture,2020,4.0,4,True,investment,False
France,Agriculture,2021,3.0,3,True,investment,False
France,Agriculture,2022,5.0,6,True,investment,False
France,Agriculture,2023,5.0,6,True,investment,False
France,Agriculture,2024,0.0,1,True,investment,False
France,Agriculture,2025,1.0,1,False,investment,False
France,All,2015,120.0,355,True,investment,False
France,All,2016,157.0,788,True,investment,False
France,All,2017,394.0,1075,True,investment,False
France,All,2018,515.0,1211,True,investment,False
France,All,2019,970.0,2261,True,investment,False
France,All,2020,1228.0,2780,True,investment,False
France,All,2021,1832.0,3826,True,investment,False
France,All,2022,1453.0,4157,True,investment,False
France,All,2023,1741.0,4155,True,investment,False
France,All,2024,2074.0,6075,True,investment,False
France,All,2025,3429.0,5440,False,investment,False
France,Biotechnology,2015,,3,True,investment,False
France,Biotechnology,2016,2.0,5,True,investment,False
France,Biotechnology,2017,2.0,2,True,investment,False
France,Biotechnology,2018,0.0,4,True,investment,False
France,Biotechnology,2019,9.0,11,True,investment,False
France,Biotechnology,2020,13.0,15,True,investment,False
France,Biotechnology,2021,22.0,27,True,investment,False
France,Biotechnology,2022,14.0,20,True,investment,False
France,Biotechnology,2023,9.0,124,True,investment,False
France,Biotechnology,2024,39.0,40,True,investment,False
France,Biotechnology,2025,17.0,85,False,investment,False
France,Community and Lifestyle,2015,1.0,1,True,investment,False
France,Community and Lifestyle,2016,,1,True,investment,False
France,Community and Lifestyle,2017,1.0,1,True,investment,False
France,Community and Lifestyle,2018,0.0,0,True,investment,False
France,Community and Lifestyle,2019,2.0,2,True,investment,False
France,Community and Lifestyle,2020,22.0,24,True,investment,False
France,Community and Lifestyle,2021,3.0,4,True,investment,False
France,Community and Lifestyle,2022,2.0,100,True,investment,False
France,Community and Lifestyle,2023,14.0,14,True,investment,False
France,Community and Lifestyle,2024,1.0,513,True,investment,False
France,Community and Lifestyle,2025,3.0,3,False,investment,False
France,Computer Vision,2015,1.0,1,True,investment,False
France,Computer Vision,2016,2.0,94,True,investment,False
France,Computer Vision,2017,17.0,110,True,investment,False
France,Computer Vision,2018,12.0,105,True,investment,False
France,Computer Vision,2019,24.0,32,True,investment,False
France,Computer Vision,2020,10.0,108,True,investment,False
France,Computer Vision,2021,1.0,2,True,investment,False
France,Computer Vision,2022,17.0,112,True,investment,False
France,Computer Vision,2023,14.0,107,True,investment,False
France,Computer Vision,2024,247.0,253,True,investment,False
France,Computer Vision,2025,6.0,95,False,investment,False
France,Consumer goods,2015,11.0,13,True,investment,False
France,Consumer goods,2016,4.0,4,True,investment,False
France,Consumer goods,2017,4.0,7,True,investment,False
France,Consumer goods,2018,27.0,119,True,investment,False
France,Consumer goods,2019,28.0,124,True,investment,False
France,Consumer goods,2020,15.0,201,True,investment,False
France,Consumer goods,2021,31.0,48,True,investment,False
France,Consumer goods,2022,10.0,14,True,investment,False
France,Consumer goods,2023,16.0,224,True,investment,False
France,Consumer goods,2024,5.0,417,True,investment,False
France,Consumer goods,2025,26.0,32,False,investment,False
France,Cyber Security,2015,,1,True,investment,False
France,Cyber Security,2016,1.0,1,True,investment,False
France,Cyber Security,2017,3.0,3,True,investment,False
France,Cyber Security,2018,7.0,7,True,investment,False
France,Cyber Security,2019,,92,True,investment,False
France,Cyber Security,2020,9.0,9,True,investment,False
France,Cyber Security,2021,2.0,2,True,investment,False
France,Cyber Security,2022,4.0,9,True,investment,False
France,Cyber Security,2023,9.0,9,True,investment,False
France,Cyber Security,2024,,2,True,investment,False
France,Cyber Security,2025,8.0,8,False,investment,False
France,Data and analytics,2015,29.0,167,True,investment,False
France,Data and analytics,2016,80.0,517,True,investment,False
France,Data and analytics,2017,92.0,758,True,investment,False
France,Data and analytics,2018,178.0,661,True,investment,False
France,Data and analytics,2019,359.0,1246,True,investment,False
France,Data and analytics,2020,171.0,1607,True,investment,False
France,Data and analytics,2021,432.0,2183,True,investment,False
France,Data and analytics,2022,270.0,2671,True,investment,False
France,Data and analytics,2023,463.0,2518,True,investment,False
France,Data and analytics,2024,807.0,4046,True,investment,False
France,Data and analytics,2025,535.0,2388,False,investment,False
France,Education,2015,1.0,1,True,investment,False
France,Education,2016,2.0,114,True,investment,False
France,Education,2017,0.0,2,True,investment,False
France,Education,2018,1.0,4,True,investment,False
France,Education,2019,0.0,297,True,investment,False
France,Education,2020,24.0,24,True,investment,False
France,Education,2021,4.0,33,True,investment,False
France,Education,2022,10.0,195,True,investment,False
France,Education,2023,14.0,108,True,investment,False
France,Education,2024,21.0,819,True,investment,False
France,Education,2025,2.0,2,False,investment,False
France,Energy and natural resources,2015,,25,True,investment,False
France,Energy and natural resources,2016,0.0,94,True,investment,False
France,Energy and natural resources,2017,5.0,6,True,investment,False
France,Energy and natural resources,2018,15.0,19,True,investment,False
France,Energy and natural resources,2019,1.0,61,True,investment,False
France,Energy and natural resources,2020,1.0,1,True,investment,False
France,Energy and natural resources,2021,6.0,114,True,investment,False
France,Energy and natural resources,2022,18.0,26,True,investment,False
France,Energy and natural resources,2023,12.0,109,True,investment,False
France,Energy and natural resources,2024,10.0,21,True,investment,False
France,Energy and natural resources,2025,71.0,76,False,investment,False
France,Facial Recognition,2018,0.0,0,True,investment,False
France,Facial Recognition,2022,0.0,0,True,investment,False
France,Facial Recognition,2024,0.0,0,True,investment,False
France,Finance,2015,0.0,0,True,investment,False
France,Finance,2016,7.0,19,True,investment,False
France,Finance,2017,21.0,22,True,investment,False
France,Finance,2018,14.0,14,True,investment,False
France,Finance,2019,90.0,185,True,investment,False
France,Finance,2020,28.0,34,True,investment,False
France,Finance,2021,72.0,293,True,investment,False
France,Finance,2022,30.0,322,True,investment,False
France,Finance,2023,33.0,180,True,investment,False
France,Finance,2024,70.0,193,True,investment,False
France,Finance,2025,18.0,84,False,investment,False
France,Gaming,2018,0.0,0,True,investment,False
France,Gaming,2020,0.0,0,True,investment,False
France,Gaming,2021,,1,True,investment,False
France,Gaming,2022,1.0,8,True,investment,False
France,General purpose,2015,31.0,150,True,investment,False
France,General purpose,2016,70.0,298,True,investment,False
France,General purpose,2017,102.0,680,True,investment,False
France,General purpose,2018,176.0,661,True,investment,False
France,General purpose,2019,359.0,956,True,investment,False
France,General purpose,2020,168.0,1504,True,investment,False
France,General purpose,2021,463.0,1780,True,investment,False
France,General purpose,2022,271.0,2450,True,investment,False
France,General purpose,2023,463.0,2266,True,investment,False
France,General purpose,2024,774.0,3484,True,investment,False
France,General purpose,2025,581.0,2093,False,investment,False
France,Hardware,2015,17.0,31,True,investment,False
France,Hardware,2016,13.0,13,True,investment,False
France,Hardware,2017,48.0,145,True,investment,False
France,Hardware,2018,82.0,450,True,investment,False
France,Hardware,2019,65.0,233,True,investment,False
France,Hardware,2020,37.0,795,True,investment,False
France,Hardware,2021,55.0,186,True,investment,False
France,Hardware,2022,63.0,355,True,investment,False
France,Hardware,2023,89.0,483,True,investment,False
France,Hardware,2024,317.0,1384,True,investment,False
France,Hardware,2025,254.0,349,False,investment,False
France,Healthcare and Life Sciences,2015,4.0,8,True,investment,False
France,Healthcare and Life Sciences,2016,7.0,17,True,investment,False
France,Healthcare and Life Sciences,2017,5.0,9,True,investment,False
France,Healthcare and Life Sciences,2018,13.0,21,True,investment,False
France,Healthcare and Life Sciences,2019,96.0,193,True,investment,False
France,Healthcare and Life Sciences,2020,20.0,22,True,investment,False
France,Healthcare and Life Sciences,2021,147.0,258,True,investment,False
France,Healthcare and Life Sciences,2022,67.0,78,True,investment,False
France,Healthcare and Life Sciences,2023,49.0,286,True,investment,False
France,Healthcare and Life Sciences,2024,184.0,209,True,investment,False
France,Healthcare and Life Sciences,2025,57.0,518,False,investment,False
France,Information Technology,2015,19.0,233,True,investment,False
France,Information Technology,2016,41.0,255,True,investment,False
France,Information Technology,2017,42.0,231,True,investment,False
France,Information Technology,2018,100.0,381,True,investment,False
France,Information Technology,2019,134.0,575,True,investment,False
France,Information Technology,2020,75.0,641,True,investment,False
France,Information Technology,2021,295.0,833,True,investment,False
France,Information Technology,2022,179.0,1075,True,investment,False
France,Information Technology,2023,129.0,641,True,investment,False
France,Information Technology,2024,392.0,1994,True,investment,False
France,Information Technology,2025,290.0,689,False,investment,False
France,Lending and Investments,2018,1.0,1,True,investment,False
France,Lending and Investments,2019,1.0,1,True,investment,False
France,Lending and Investments,2020,4.0,4,True,investment,False
France,Lending and Investments,2021,1.0,1,True,investment,False
France,Lending and Investments,2023,5.0,5,True,investment,False
France,Manufacturing,2015,3.0,9,True,investment,False
France,Manufacturing,2016,4.0,7,True,investment,False
France,Manufacturing,2017,6.0,14,True,investment,False
France,Manufacturing,2018,18.0,21,True,investment,False
France,Manufacturing,2019,22.0,121,True,investment,False
France,Manufacturing,2020,4.0,12,True,investment,False
France,Manufacturing,2021,9.0,25,True,investment,False
France,Manufacturing,2022,13.0,120,True,investment,False
France,Manufacturing,2023,6.0,9,True,investment,False
France,Manufacturing,2024,37.0,156,True,investment,False
France,Manufacturing,2025,65.0,132,False,investment,False
France,Media and Entertainment,2015,1.0,1,True,investment,False
France,Media and Entertainment,2016,2.0,4,True,investment,False
France,Media and Entertainment,2017,10.0,289,True,investment,False
France,Media and Entertainment,2018,12.0,14,True,investment,False
France,Media and Entertainment,2019,24.0,29,True,investment,False
France,Media and Entertainment,2020,2.0,4,True,investment,False
France,Media and Entertainment,2021,3.0,221,True,investment,False
France,Media and Entertainment,2022,17.0,419,True,investment,False
France,Media and Entertainment,2023,7.0,100,True,investment,False
France,Media and Entertainment,2024,21.0,141,True,investment,False
France,Media and Entertainment,2025,36.0,256,False,investment,False
France,"Military, public safety and government",2016,0.0,0,True,investment,False
France,"Military, public safety and government",2017,2.0,2,True,investment,False
France,"Military, public safety and government",2018,1.0,1,True,investment,False
France,"Military, public safety and government",2020,2.0,2,True,investment,False
France,"Military, public safety and government",2021,1.0,1,True,investment,False
France,"Military, public safety and government",2023,2.0,4,True,investment,False
France,"Military, public safety and government",2024,1.0,1,True,investment,False
France,"Military, public safety and government",2025,,2,False,investment,False
France,"Mobile, platforms & Internet services",2015,20.0,47,True,investment,False
France,"Mobile, platforms & Internet services",2016,20.0,212,True,investment,False
France,"Mobile, platforms & Internet services",2017,33.0,128,True,investment,False
France,"Mobile, platforms & Internet services",2018,42.0,410,True,investment,False
France,"Mobile, platforms & Internet services",2019,88.0,378,True,investment,False
France,"Mobile, platforms & Internet services",2020,54.0,335,True,investment,False
France,"Mobile, platforms & Internet services",2021,33.0,361,True,investment,False
France,"Mobile, platforms & Internet services",2022,46.0,648,True,investment,False
France,"Mobile, platforms & Internet services",2023,40.0,428,True,investment,False
France,"Mobile, platforms & Internet services",2024,167.0,1317,True,investment,False
France,"Mobile, platforms & Internet services",2025,181.0,633,False,investment,False
France,NLP,2015,,92,True,investment,False
France,NLP,2016,1.0,113,True,investment,False
France,NLP,2018,4.0,4,True,investment,False
France,NLP,2019,15.0,355,True,investment,False
France,NLP,2020,4.0,470,True,investment,False
France,NLP,2021,5.0,5,True,investment,False
France,NLP,2022,1.0,2,True,investment,False
France,NLP,2023,46.0,142,True,investment,False
France,NLP,2024,43.0,52,True,investment,False
France,NLP,2025,233.0,233,False,investment,False
France,Navigation and mapping,2015,4.0,4,True,investment,False
France,Navigation and mapping,2017,5.0,5,True,investment,False
France,Navigation and mapping,2018,5.0,5,True,investment,False
France,Navigation and mapping,2019,6.0,6,True,investment,False
France,Navigation and mapping,2022,11.0,11,True,investment,False
France,Other,2015,5.0,10,True,investment,False
France,Other,2016,8.0,23,True,investment,False
France,Other,2017,31.0,35,True,investment,False
France,Other,2018,24.0,210,True,investment,False
France,Other,2019,12.0,241,True,investment,False
France,Other,2020,8.0,661,True,investment,False
France,Other,2021,29.0,225,True,investment,False
France,Other,2022,35.0,322,True,investment,False
France,Other,2023,19.0,397,True,investment,False
France,Other,2024,33.0,692,True,investment,False
France,Other,2025,30.0,186,False,investment,False
France,Privacy and Security,2015,,2,True,investment,False
France,Privacy and Security,2016,1.0,1,True,investment,False
France,Privacy and Security,2017,4.0,6,True,investment,False
France,Privacy and Security,2018,9.0,13,True,investment,False
France,Privacy and Security,2019,11.0,104,True,investment,False
France,Privacy and Security,2020,12.0,16,True,investment,False
France,Privacy and Security,2021,119.0,119,True,investment,False
France,Privacy and Security,2022,46.0,52,True,investment,False
France,Privacy and Security,2023,33.0,37,True,investment,False
France,Privacy and Security,2024,7.0,9,True,investment,False
France,Privacy and Security,2025,56.0,80,False,investment,False
France,Professional services,2015,13.0,109,True,investment,False
France,Professional services,2016,3.0,126,True,investment,False
France,Professional services,2017,15.0,205,True,investment,False
France,Professional services,2018,29.0,49,True,investment,False
France,Professional services,2019,32.0,368,True,investment,False
France,Professional services,2020,183.0,281,True,investment,False
France,Professional services,2021,53.0,205,True,investment,False
France,Professional services,2022,20.0,605,True,investment,False
France,Professional services,2023,41.0,162,True,investment,False
France,Professional services,2024,173.0,800,True,investment,False
France,Professional services,2025,46.0,308,False,investment,False
France,Real estate,2015,,1,True,investment,False
France,Real estate,2016,8.0,9,True,investment,False
France,Real estate,2017,1.0,1,True,investment,False
France,Real estate,2018,11.0,11,True,investment,False
France,Real estate,2019,16.0,18,True,investment,False
France,Real estate,2020,9.0,102,True,investment,False
France,Real estate,2021,61.0,61,True,investment,False
France,Real estate,2022,19.0,19,True,investment,False
France,Real estate,2023,4.0,96,True,investment,False
France,Real estate,2024,6.0,6,True,investment,False
France,Real estate,2025,,24,False,investment,False
France,Robotics,2015,4.0,11,True,investment,False
France,Robotics,2016,8.0,8,True,investment,False
France,Robotics,2017,7.0,7,True,investment,False
France,Robotics,2018,32.0,216,True,investment,False
France,Robotics,2019,12.0,16,True,investment,False
France,Robotics,2020,8.0,570,True,investment,False
France,Robotics,2021,1.0,1,True,investment,False
France,Robotics,2022,11.0,17,True,investment,False
France,Robotics,2023,0.0,2,True,investment,False
France,Robotics,2024,60.0,62,True,investment,False
France,Robotics,2025,23.0,23,False,investment,False
France,"Sales, retail, commerce, marketing",2015,20.0,24,True,investment,False
France,"Sales, retail, commerce, marketing",2016,28.0,327,True,investment,False
France,"Sales, retail, commerce, marketing",2017,18.0,18,True,investment,False
France,"Sales, retail, commerce, marketing",2018,45.0,228,True,investment,False
France,"Sales, retail, commerce, marketing",2019,39.0,482,True,investment,False
France,"Sales, retail, commerce, marketing",2020,51.0,155,True,investment,False
France,"Sales, retail, commerce, marketing",2021,148.0,902,True,investment,False
France,"Sales, retail, commerce, marketing",2022,122.0,799,True,investment,False
France,"Sales, retail, commerce, marketing",2023,149.0,362,True,investment,False
France,"Sales, retail, commerce, marketing",2024,29.0,162,True,investment,False
France,"Sales, retail, commerce, marketing",2025,73.0,427,False,investment,False
France,Semiconductor,2018,8.0,8,True,investment,False
France,Semiconductor,2019,4.0,64,True,investment,False
France,Semiconductor,2020,4.0,4,True,investment,False
France,Semiconductor,2021,2.0,102,True,investment,False
France,Semiconductor,2022,5.0,5,True,investment,False
France,Semiconductor,2023,56.0,149,True,investment,False
France,Semiconductor,2024,4.0,4,True,investment,False
France,Semiconductor,2025,27.0,27,False,investment,False
France,Simulation,2017,1.0,1,True,investment,False
France,Simulation,2018,3.0,3,True,investment,False
France,Simulation,2022,0.0,0,True,investment,False
France,Simulation,2023,0.0,55,True,investment,False
France,Simulation,2024,,2,True,investment,False
France,Simulation,2025,2.0,2,False,investment,False
France,Software,2015,46.0,281,True,investment,False
France,Software,2016,80.0,615,True,investment,False
France,Software,2017,190.0,767,True,investment,False
France,Software,2018,201.0,795,True,investment,False
France,Software,2019,395.0,1291,True,investment,False
France,Software,2020,352.0,1896,True,investment,False
France,Software,2021,478.0,2239,True,investment,False
France,Software,2022,337.0,2823,True,investment,False
France,Software,2023,494.0,2737,True,investment,False
France,Software,2024,826.0,4688,True,investment,False
France,Software,2025,648.0,2574,False,investment,False
France,Speech Recognition,2015,0.0,0,True,investment,False
France,Speech Recognition,2017,5.0,5,True,investment,False
France,Speech Recognition,2018,0.0,0,True,investment,False
France,Speech Recognition,2022,0.0,0,True,investment,False
France,Speech Recognition,2023,1.0,1,True,investment,False
France,Speech Recognition,2024,2.0,2,True,investment,False
France,Speech Recognition,2025,1.0,1,False,investment,False
France,Sports,2017,2.0,2,True,investment,False
France,Sports,2018,1.0,1,True,investment,False
France,Sports,2019,1.0,93,True,investment,False
France,Sports,2020,2.0,2,True,investment,False
France,Sports,2021,4.0,4,True,investment,False
France,Sports,2022,5.0,5,True,investment,False
France,Sports,2023,0.0,0,True,investment,False
France,Sports,2024,,2,True,investment,False
France,Sports,2025,2.0,2,False,investment,False
France,Telecommunications,2015,1.0,1,True,investment,False
France,Telecommunications,2016,4.0,97,True,investment,False
France,Telecommunications,2017,6.0,6,True,investment,False
France,Telecommunications,2018,3.0,95,True,investment,False
France,Telecommunications,2019,1.0,1,True,investment,False
France,Telecommunications,2022,,94,True,investment,False
France,Telecommunications,2023,,9,True,investment,False
France,Telecommunications,2024,2.0,2,True,investment,False
France,Telecommunications,2025,1.0,1,False,investment,False
France,Transportation,2015,7.0,12,True,investment,False
France,Transportation,2016,6.0,6,True,investment,False
France,Transportation,2017,97.0,110,True,investment,False
France,Transportation,2018,29.0,34,True,investment,False
France,Transportation,2019,45.0,49,True,investment,False
France,Transportation,2020,12.0,25,True,investment,False
France,Transportation,2021,37.0,466,True,investment,False
France,Transportation,2022,34.0,221,True,investment,False
France,Transportation,2023,32.0,207,True,investment,False
France,Transportation,2024,17.0,79,True,investment,False
France,Transportation,2025,20.0,47,False,investment,False
Georgia,All,2022,0.0,2,True,investment,False
Georgia,All,2023,0.0,2,True,investment,False
Georgia,All,2024,0.0,0,True,investment,False
Georgia,All,2025,2.0,2,False,investment,False
Georgia,Consumer goods,2025,0.0,0,False,investment,False
Georgia,Data and analytics,2022,0.0,2,True,investment,False
Georgia,Data and analytics,2023,0.0,0,True,investment,False
Georgia,Data and analytics,2024,0.0,0,True,investment,False
Georgia,Data and analytics,2025,1.0,1,False,investment,False
Georgia,Finance,2023,,1,True,investment,False
Georgia,General purpose,2022,0.0,2,True,investment,False
Georgia,General purpose,2023,0.0,0,True,investment,False
Georgia,General purpose,2024,0.0,0,True,investment,False
Georgia,General purpose,2025,1.0,1,False,investment,False
Georgia,Hardware,2024,0.0,0,True,investment,False
Georgia,Hardware,2025,0.0,0,False,investment,False
Georgia,Healthcare and Life Sciences,2022,,2,True,investment,False
Georgia,Information Technology,2022,0.0,0,True,investment,False
Georgia,Information Technology,2023,0.0,0,True,investment,False
Georgia,Media and Entertainment,2025,0.0,0,False,investment,False
Georgia,"Mobile, platforms & Internet services",2023,,1,True,investment,False
Georgia,"Mobile, platforms & Internet services",2025,0.0,0,False,investment,False
Georgia,Other,2023,,1,True,investment,False
Georgia,"Sales, retail, commerce, marketing",2024,0.0,0,True,investment,False
Georgia,"Sales, retail, commerce, marketing",2025,1.0,1,False,investment,False
Georgia,Software,2022,0.0,2,True,investment,False
Georgia,Software,2023,0.0,0,True,investment,False
Georgia,Software,2024,0.0,0,True,investment,False
Georgia,Software,2025,1.0,1,False,investment,False
Germany,Agriculture,2015,,2,True,investment,False
Germany,Agriculture,2016,3.0,3,True,investment,False
Germany,Agriculture,2017,2.0,2,True,investment,False
Germany,Agriculture,2018,14.0,14,True,investment,False
Germany,Agriculture,2019,22.0,23,True,investment,False
Germany,Agriculture,2020,21.0,21,True,investment,False
Germany,Agriculture,2021,232.0,238,True,investment,False
Germany,Agriculture,2022,6.0,10,True,investment,False
Germany,Agriculture,2023,2.0,136,True,investment,False
Germany,Agriculture,2024,3.0,6,True,investment,False
Germany,Agriculture,2025,14.0,14,False,investment,False
Germany,All,2015,1022.0,1945,True,investment,False
Germany,All,2016,104.0,958,True,investment,False
Germany,All,2017,492.0,864,True,investment,False
Germany,All,2018,356.0,2612,True,investment,False
Germany,All,2019,850.0,1421,True,investment,False
Germany,All,2020,841.0,2999,True,investment,False
Germany,All,2021,3420.0,5062,True,investment,False
Germany,All,2022,3219.0,5351,True,investment,False
Germany,All,2023,2199.0,4891,True,investment,False
Germany,All,2024,2414.0,5633,True,investment,False
Germany,All,2025,5641.0,21450,False,investment,False
Germany,Biotechnology,2015,,92,True,investment,False
Germany,Biotechnology,2016,1.0,4,True,investment,False
Germany,Biotechnology,2017,0.0,4,True,investment,False
Germany,Biotechnology,2018,2.0,2,True,investment,False
Germany,Biotechnology,2019,2.0,20,True,investment,False
Germany,Biotechnology,2020,2.0,10,True,investment,False
Germany,Biotechnology,2021,30.0,36,True,investment,False
Germany,Biotechnology,2022,32.0,35,True,investment,False
Germany,Biotechnology,2023,28.0,44,True,investment,False
Germany,Biotechnology,2024,18.0,24,True,investment,False
Germany,Biotechnology,2025,29.0,845,False,investment,False
Germany,Community and Lifestyle,2015,6.0,6,True,investment,False
