provider_name,provider_id,provider_type,provider_hq_country,effective_country,input_name,input_id,input_name_full,input_type,production_stage,stage_id,input_data_year,share_provided,provision_year,input_market_size,source
Musashi Engineering,P335,organization,JPN,JPN,Bonding tools,N72,Bonding tools,tool_resource,,,2024.0,1.7,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Musashi Engineering,P335,organization,JPN,JPN,Other interconnect tools,N75,Other interconnect tools,tool_resource,,,2024.0,18.1,2024,$222.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Mycronic,P94,organization,SWE,SWE,Mask exposure systems - laser beam,N30,Mask exposure systems - laser beam,tool_resource,,,2024.0,37.3,2024,$185 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Dry etching tools (adv. pkg.),N101,Dry etching tools (adv. pkg.),tool_resource,,,2024.0,8.4,2024,$831.6 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Dry etch tools,N103,Dry etch tools,tool_resource,,,2024.0,4.9,2024,$18.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Fabrication tools (for advanced packaging),N109,Fabrication tools (for advanced packaging),tool_resource,,,2024.0,4.1,2024,$5.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,CVD tools (adv. pkg.),N110,CVD tools (adv. pkg.),tool_resource,,,2024.0,19.1,2024,$383.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,PVD tools (adv. pkg.),N111,PVD tools (adv. pkg.),tool_resource,,,2024.0,8.8,2024,$1.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Deposition tools (adv. pkg.),N128,Deposition tools (adv. pkg.),tool_resource,,,2024.0,6.7,2024,$2.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Etch and clean tools (adv. pkg.),N129,Etch and clean tools (adv. pkg.),tool_resource,,,2024.0,5.7,2024,$1.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Other deposition tools (non-IC),N138,Other deposition tools (non-IC),tool_resource,,,2024.0,18.3,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Deposition tools,N36,Deposition tools,tool_resource,,,2024.0,4.9,2024,$24.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Plasma CVD tools,N38,Plasma CVD tools,tool_resource,,,2024.0,1.6,2024,$6.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Low-pressure CVD tools,N39,Low-pressure CVD tools,tool_resource,,,2024.0,2.8,2024,$1.8 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,High-temperature CVD tools,N40,High-temperature CVD tools,tool_resource,,,2024.0,3.4,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Physical vapor deposition tools,N42,Physical vapor deposition tools,tool_resource,,,2024.0,10.4,2024,$4.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Tube-based diffusion and deposition tools,N44,Tube-based diffusion and deposition tools,tool_resource,,,2024.0,10.4,2024,$2.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Chemical vapor deposition tools,N47,Chemical vapor deposition tools,tool_resource,,,2024.0,2.1,2024,$9.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Dry etching and cleaning tools,N48,Dry etching and cleaning tools,tool_resource,,,2024.0,4.9,2024,$19.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Wet etching and cleaning tools,N49,Wet etching and cleaning tools,tool_resource,,,2024.0,3.5,2024,$6.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Conductor etching tools,N50,Conductor etching tools,tool_resource,,,2024.0,6.1,2024,$9.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Dry stripping tools,N53,Dry stripping tools,tool_resource,,,2024.0,7.3,2024,$272.6 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Misc. dry etch tools,N54,Misc. dry etch tools,tool_resource,,,2024.0,55.5,2024,$342.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,P115,organization,CHN,CHN,Etch and clean tools,N55,Etch and clean tools,tool_resource,,,2024.0,4.4,2024,$24.7 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,KrF (DUV) lithography tools,N105,KrF (DUV) lithography tools,tool_resource,,,2024.0,79.2,2024,$2.7 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,i-line lithography tools,N106,i-line lithography tools,tool_resource,,,2024.0,35.7,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Fabrication tools (for advanced packaging),N109,Fabrication tools (for advanced packaging),tool_resource,,,2024.0,0.2,2024,$5.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,CVD tools (adv. pkg.),N110,CVD tools (adv. pkg.),tool_resource,,,2024.0,2.8,2024,$383.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Overlay metrology tools,N114,Overlay metrology tools,tool_resource,,,2024.0,45.1,2024,$906.6 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,E-beam metrology tools,N115,E-beam metrology tools,tool_resource,,,2024.0,37.6,2024,$769.5 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Deposition tools (adv. pkg.),N128,Deposition tools (adv. pkg.),tool_resource,,,2024.0,0.4,2024,$2.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Die attaching tools for IC,N131,Die attaching tools for IC,tool_resource,,,2024.0,30.9,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
NLD,P45,country,,NLD,Die attaching tools for non-IC,N132,Die attaching tools for non-IC,tool_resource,,,2024.0,35.9,2024,$276.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
NLD,P45,country,,NLD,Other deposition tools (non-IC),N138,Other deposition tools (non-IC),tool_resource,,,2024.0,12.4,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Lithography tools,N19,Lithography tools,tool_resource,,,2024.0,78.5,2024,$29.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,EUV lithography tools,N20,EUV lithography tools,tool_resource,,,2024.0,100.0,2024,$9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,ArF dry (DUV) lithography tools,N21,ArF dry (DUV) lithography tools,tool_resource,,,2024.0,94.3,2024,$887.8 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,ArF immersion (DUV) lithography tools,N22,ArF immersion (DUV) lithography tools,tool_resource,,,2024.0,98.7,2024,$10.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Deposition tools,N36,Deposition tools,tool_resource,,,2024.0,10.7,2024,$24.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Plasma CVD tools,N38,Plasma CVD tools,tool_resource,,,2024.0,1.6,2024,$6.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,High-temperature CVD tools,N40,High-temperature CVD tools,tool_resource,,,2024.0,20.5,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Atomic layer deposition tools,N41,Atomic layer deposition tools,tool_resource,,,2024.0,52.5,2024,$3.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Tube-based diffusion and deposition tools,N44,Tube-based diffusion and deposition tools,tool_resource,,,2024.0,7.0,2024,$2.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Chemical vapor deposition tools,N47,Chemical vapor deposition tools,tool_resource,,,2024.0,4.2,2024,$9.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Dry etching and cleaning tools,N48,Dry etching and cleaning tools,tool_resource,,,2024.0,0.2,2024,$19.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Dry stripping tools,N53,Dry stripping tools,tool_resource,,,2024.0,11.3,2024,$272.6 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Etch and clean tools,N55,Etch and clean tools,tool_resource,,,2024.0,0.1,2024,$24.7 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Process control tools,N60,Process control tools,tool_resource,,,2024.0,5.2,2024,$13.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,P45,country,,NLD,Bonding tools,N72,Bonding tools,tool_resource,,,2024.0,19.2,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
NLD,P45,country,,NLD,Die attaching tools,N73,Die attaching tools,tool_resource,,,2024.0,31.9,2024,$1.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
NLD,P45,country,,NLD,Packaging tools,N76,Packaging tools,tool_resource,,,2024.0,14.6,2024,$675.9 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
National Instruments,P180,organization,USA,USA,Linear and discrete testing tools,N82,Linear and discrete testing tools,tool_resource,,,2024.0,14.1,2024,$224.8 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Nikon,P89,organization,JPN,JPN,KrF (DUV) lithography tools,N105,KrF (DUV) lithography tools,tool_resource,,,2024.0,3.4,2024,$2.7 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nikon,P89,organization,JPN,JPN,i-line lithography tools,N106,i-line lithography tools,tool_resource,,,2024.0,5.7,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nikon,P89,organization,JPN,JPN,Lithography tools,N19,Lithography tools,tool_resource,,,2024.0,1.2,2024,$29.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nikon,P89,organization,JPN,JPN,ArF dry (DUV) lithography tools,N21,ArF dry (DUV) lithography tools,tool_resource,,,2024.0,5.7,2024,$887.8 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nikon,P89,organization,JPN,JPN,ArF immersion (DUV) lithography tools,N22,ArF immersion (DUV) lithography tools,tool_resource,,,2024.0,1.3,2024,$10.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nissin Ion,P82,organization,JPN,JPN,Ion implanters,N17,Ion implanters,tool_resource,,,2024.0,1.2,2024,$3.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nordson,P336,organization,USA,USA,Bonding tools,N72,Bonding tools,tool_resource,,,2024.0,1.1,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Nordson,P336,organization,USA,USA,Other interconnect tools,N75,Other interconnect tools,tool_resource,,,2024.0,11.0,2024,$222.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Nova,P337,organization,ISR,ISR,Process control tools,N60,Process control tools,tool_resource,,,2024.0,3.7,2024,$13.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nova,P337,organization,ISR,ISR,"Film, stack, and shape metrology tools",N65,"Film, stack, and shape metrology tools",tool_resource,,,2024.0,20.6,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NuFlare,P91,organization,JPN,JPN,Other deposition tools (non-IC),N138,Other deposition tools (non-IC),tool_resource,,,2024.0,1.9,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NuFlare,P91,organization,JPN,JPN,Lithography tools,N19,Lithography tools,tool_resource,,,2024.0,1.3,2024,$29.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NuFlare,P91,organization,JPN,JPN,Mask exposure systems - e-beam,N29,Mask exposure systems - e-beam,tool_resource,,,2024.0,38.5,2024,$951.8 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Okamoto,P61,organization,JPN,JPN,Crystal machining tools,N9,Crystal machining tools,tool_resource,,,2024.0,6.2,2024,$312.3 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,P139,organization,USA,USA,i-line lithography tools,N106,i-line lithography tools,tool_resource,,,2024.0,1.9,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,P139,organization,USA,USA,Fabrication tools (for advanced packaging),N109,Fabrication tools (for advanced packaging),tool_resource,,,2024.0,6.2,2024,$5.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,P139,organization,USA,USA,Process control tools,N60,Process control tools,tool_resource,,,2024.0,3.0,2024,$13.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,P139,organization,USA,USA,Inspection tools (adv. pkg.),N63,Inspection tools (adv. pkg.),tool_resource,,,2024.0,40.2,2024,$905.7 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,P139,organization,USA,USA,"Film, stack, and shape metrology tools",N65,"Film, stack, and shape metrology tools",tool_resource,,,2024.0,13.6,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,P139,organization,USA,USA,Defect inspection tools,N67,Defect inspection tools,tool_resource,,,2024.0,1.4,2024,$5.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Oxford Instruments,P338,organization,GBR,GBR,CVD tools (adv. pkg.),N110,CVD tools (adv. pkg.),tool_resource,,,2024.0,1.2,2024,$383.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Oxford Instruments,P338,organization,GBR,GBR,Misc. dry etch tools,N54,Misc. dry etch tools,tool_resource,,,2024.0,3.7,2024,$342.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
PROTEC,P161,organization,KOR,KOR,Die attaching tools for non-IC,N132,Die attaching tools for non-IC,tool_resource,,,2024.0,1.6,2024,$276.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
PROTEC,P161,organization,KOR,KOR,Other interconnect tools,N75,Other interconnect tools,tool_resource,,,2024.0,2.4,2024,$222.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
PSK,P341,organization,KOR,KOR,Dry clean tools,N102,Dry clean tools,tool_resource,,,2024.0,39.8,2024,$295.4 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
PSK,P341,organization,KOR,KOR,Dry stripping tools,N53,Dry stripping tools,tool_resource,,,2024.0,7.9,2024,$272.6 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
PacTech,P410,organization,JPN,JPN,Wafer level stud bonders,N137,Wafer level stud bonders,tool_resource,,,2024.0,1.2,2024,$25.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Palomar Technologies,P409,organization,USA,USA,Auto ball bonders for non-IC,N135,Auto ball bonders for non-IC,tool_resource,,,2024.0,2.7,2024,$140.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Pentamaster,P339,organization,MYS,MYS,Handlers and probers,N83,Handlers and probers,tool_resource,,,2024.0,2.2,2024,$2.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Piotech,P113,organization,CHN,CHN,CVD tools (adv. pkg.),N110,CVD tools (adv. pkg.),tool_resource,,,2024.0,1.2,2024,$383.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Piotech,P113,organization,CHN,CHN,Deposition tools,N36,Deposition tools,tool_resource,,,2024.0,1.8,2024,$24.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Piotech,P113,organization,CHN,CHN,Plasma CVD tools,N38,Plasma CVD tools,tool_resource,,,2024.0,6.4,2024,$6.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Piotech,P113,organization,CHN,CHN,Chemical vapor deposition tools,N47,Chemical vapor deposition tools,tool_resource,,,2024.0,4.2,2024,$9.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Plasma-Therm,P124,organization,USA,USA,Other deposition tools (non-IC),N138,Other deposition tools (non-IC),tool_resource,,,2024.0,2.1,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Plasma-Therm,P124,organization,USA,USA,Misc. dry etch tools,N54,Misc. dry etch tools,tool_resource,,,2024.0,12.7,2024,$342.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Precision Valve & Automation,P340,organization,USA,USA,Other interconnect tools,N75,Other interconnect tools,tool_resource,,,2024.0,4.3,2024,$222.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Raintree Scientific Instruments (RSIC),P137,organization,CHN,CHN,"Film, stack, and shape metrology tools",N65,"Film, stack, and shape metrology tools",tool_resource,,,2024.0,2.3,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Riber,P403,organization,FRA,FRA,Other deposition tools (non-IC),N138,Other deposition tools (non-IC),tool_resource,,,2024.0,1.3,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Rigaku,P136,organization,JPN,JPN,Process control tools,N60,Process control tools,tool_resource,,,2024.0,1.2,2024,$13.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Rigaku,P136,organization,JPN,JPN,"Film, stack, and shape metrology tools",N65,"Film, stack, and shape metrology tools",tool_resource,,,2024.0,7.1,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Rorze,P72,organization,JPN,JPN,Wafer handlers,N11,Wafer handlers,tool_resource,,,2024.0,2.4,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Rorze,P72,organization,JPN,JPN,Wafer and photomask handlers,N59,Wafer and photomask handlers,tool_resource,,,2024.0,2.3,2024,$2.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Royce Instruments,P389,organization,USA,USA,Assembly inspection tools,N70,Assembly inspection tools,tool_resource,,,2024.0,1.2,2024,$241.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SAEJONG IND,P379,organization,KOR,KOR,Other interconnect tools,N75,Other interconnect tools,tool_resource,,,2024.0,1.7,2024,$222.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SAMCO,P125,organization,JPN,JPN,Dry stripping tools,N53,Dry stripping tools,tool_resource,,,2024.0,1.1,2024,$272.6 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SAMCO,P125,organization,JPN,JPN,Misc. dry etch tools,N54,Misc. dry etch tools,tool_resource,,,2024.0,8.3,2024,$342.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,P73,organization,KOR,KOR,Wafer handlers,N11,Wafer handlers,tool_resource,,,2024.0,13.7,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,P73,organization,KOR,KOR,Resist processing tools (adv. pkg.),N122,Resist processing tools (adv. pkg.),tool_resource,,,2024.0,4.9,2024,$227.5 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,P73,organization,KOR,KOR,Lithography tools (adv. pkg.),N127,Lithography tools (adv. pkg.),tool_resource,,,2024.0,4.1,2024,$275.6 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,P73,organization,KOR,KOR,Die attaching tools for IC,N131,Die attaching tools for IC,tool_resource,,,2024.0,21.2,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SEMES,P73,organization,KOR,KOR,Resist processing tools,N32,Resist processing tools,tool_resource,,,2024.0,1.3,2024,$3.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,P73,organization,KOR,KOR,Wet etching and cleaning tools,N49,Wet etching and cleaning tools,tool_resource,,,2024.0,4.5,2024,$6.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,P73,organization,KOR,KOR,Etch and clean tools,N55,Etch and clean tools,tool_resource,,,2024.0,1.8,2024,$24.7 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,P73,organization,KOR,KOR,Wafer and photomask handlers,N59,Wafer and photomask handlers,tool_resource,,,2024.0,13.1,2024,$2.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,P73,organization,KOR,KOR,Bonding tools,N72,Bonding tools,tool_resource,,,2024.0,10.2,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SEMES,P73,organization,KOR,KOR,Die attaching tools,N73,Die attaching tools,tool_resource,,,2024.0,17.0,2024,$1.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SEMES,P73,organization,KOR,KOR,Handlers and probers,N83,Handlers and probers,tool_resource,,,2024.0,7.8,2024,$2.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
SGP,P47,country,,SGP,Fabrication tools (for advanced packaging),N109,Fabrication tools (for advanced packaging),tool_resource,,,2024.0,2.2,2024,$5.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SGP,P47,country,,SGP,PVD tools (adv. pkg.),N111,PVD tools (adv. pkg.),tool_resource,,,2024.0,3.7,2024,$1.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SGP,P47,country,,SGP,ECP tools (adv. pkg.),N113,ECP tools (adv. pkg.),tool_resource,,,2024.0,8.2,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SGP,P47,country,,SGP,Deposition tools (adv. pkg.),N128,Deposition tools (adv. pkg.),tool_resource,,,2024.0,5.0,2024,$2.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SGP,P47,country,,SGP,Die attaching tools for IC,N131,Die attaching tools for IC,tool_resource,,,2024.0,14.3,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,P47,country,,SGP,Die attaching tools for non-IC,N132,Die attaching tools for non-IC,tool_resource,,,2024.0,33.9,2024,$276.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,P47,country,,SGP,Auto ball bonders for IC,N134,Auto ball bonders for IC,tool_resource,,,2024.0,93.8,2024,$337.6 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,P47,country,,SGP,Auto ball bonders for non-IC,N135,Auto ball bonders for non-IC,tool_resource,,,2024.0,91.9,2024,$140.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,P47,country,,SGP,Automatic wedge bonders,N136,Automatic wedge bonders,tool_resource,,,2024.0,81.6,2024,$100 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
