provider_name,provider_id,provider_type,provider_hq_country,effective_country,input_name,input_id,input_name_full,input_type,production_stage,stage_id,input_data_year,share_provided,provision_year,input_market_size,source
Evatec,P321,organization,CHE,CHE,Other deposition tools (non-IC),N138,Other deposition tools (non-IC),tool_resource,,,2024.0,6.8,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
F&K Delvotec,P360,organization,DEU,DEU,Manual wire bonders,N133,Manual wire bonders,tool_resource,,,2024.0,92.5,2024,$5.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
F&K Delvotec,P360,organization,DEU,DEU,Wire bonding tools,N74,Wire bonding tools,tool_resource,,,2024.0,1.4,2024,$702.5 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
FRA,P132,country,,FRA,Fabrication tools (for advanced packaging),N109,Fabrication tools (for advanced packaging),tool_resource,,,2024.0,0.2,2024,$5.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
FRA,P132,country,,FRA,Other deposition tools (non-IC),N138,Other deposition tools (non-IC),tool_resource,,,2024.0,1.3,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
FRA,P132,country,,FRA,Deposition tools,N36,Deposition tools,tool_resource,,,2024.0,0.1,2024,$24.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
FRA,P132,country,,FRA,Process control tools,N60,Process control tools,tool_resource,,,2024.0,0.0,2024,$13.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
FRA,P132,country,,FRA,Inspection tools (adv. pkg.),N63,Inspection tools (adv. pkg.),tool_resource,,,2024.0,1.3,2024,$905.7 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
FRA,P132,country,,FRA,"Film, stack, and shape metrology tools",N65,"Film, stack, and shape metrology tools",tool_resource,,,2024.0,0.0,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Fasford Tech,P158,organization,JPN,JPN,Die attaching tools for IC,N131,Die attaching tools for IC,tool_resource,,,2024.0,5.2,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Fasford Tech,P158,organization,JPN,JPN,Bonding tools,N72,Bonding tools,tool_resource,,,2024.0,2.5,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Fasford Tech,P158,organization,JPN,JPN,Die attaching tools,N73,Die attaching tools,tool_resource,,,2024.0,4.2,2024,$1.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
FormFactor,P323,organization,USA,USA,Handlers and probers,N83,Handlers and probers,tool_resource,,,2024.0,5.6,2024,$2.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
GBR,P110,country,,GBR,Dry etch tools,N103,Dry etch tools,tool_resource,,,2024.0,0.1,2024,$18.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GBR,P110,country,,GBR,Fabrication tools (for advanced packaging),N109,Fabrication tools (for advanced packaging),tool_resource,,,2024.0,0.1,2024,$5.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GBR,P110,country,,GBR,CVD tools (adv. pkg.),N110,CVD tools (adv. pkg.),tool_resource,,,2024.0,1.2,2024,$383.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GBR,P110,country,,GBR,Deposition tools (adv. pkg.),N128,Deposition tools (adv. pkg.),tool_resource,,,2024.0,0.2,2024,$2.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GBR,P110,country,,GBR,Other deposition tools (non-IC),N138,Other deposition tools (non-IC),tool_resource,,,2024.0,0.0,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GBR,P110,country,,GBR,Deposition tools,N36,Deposition tools,tool_resource,,,2024.0,0.1,2024,$24.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GBR,P110,country,,GBR,High-temperature CVD tools,N40,High-temperature CVD tools,tool_resource,,,2024.0,1.3,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GBR,P110,country,,GBR,Atomic layer deposition tools,N41,Atomic layer deposition tools,tool_resource,,,2024.0,0.1,2024,$3.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GBR,P110,country,,GBR,Chemical vapor deposition tools,N47,Chemical vapor deposition tools,tool_resource,,,2024.0,0.2,2024,$9.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GBR,P110,country,,GBR,Dry etching and cleaning tools,N48,Dry etching and cleaning tools,tool_resource,,,2024.0,0.1,2024,$19.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GBR,P110,country,,GBR,Misc. dry etch tools,N54,Misc. dry etch tools,tool_resource,,,2024.0,3.7,2024,$342.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GBR,P110,country,,GBR,Etch and clean tools,N55,Etch and clean tools,tool_resource,,,2024.0,0.1,2024,$24.7 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Genesem,P383,organization,KOR,KOR,Packaging tools,N76,Packaging tools,tool_resource,,,2024.0,1.5,2024,$675.9 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
GigaLane,P126,organization,KOR,KOR,Imprint lithography,N107,Imprint lithography,tool_resource,,,2024.0,7.2,2024,$29.5 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
GigaLane,P126,organization,KOR,KOR,Misc. dry etch tools,N54,Misc. dry etch tools,tool_resource,,,2024.0,5.0,2024,$342.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Graco,P324,organization,USA,USA,Other interconnect tools,N75,Other interconnect tools,tool_resource,,,2024.0,2.4,2024,$222.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Grand Process,P122,organization,TWN,TWN,Single wafer spin & spray systems (adv. pkg.),N125,Single wafer spin & spray systems (adv. pkg.),tool_resource,,,2024.0,2.1,2024,$403.3 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Grand Process,P122,organization,TWN,TWN,Dry stripping tools,N53,Dry stripping tools,tool_resource,,,2024.0,1.6,2024,$272.6 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Grohmann,P172,organization,USA,USA,Integrated assembly tools,N77,Integrated assembly tools,tool_resource,,,2024.0,2.2,2024,$22.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Gudeng,P75,organization,TWN,TWN,Photomask handlers,N12,Photomask handlers,tool_resource,,,2024.0,8.3,2024,$100.3 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
HANMI,P170,organization,KOR,KOR,Die attaching tools for IC,N131,Die attaching tools for IC,tool_resource,,,2024.0,12.9,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
HANMI,P170,organization,KOR,KOR,Bonding tools,N72,Bonding tools,tool_resource,,,2024.0,6.2,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
HANMI,P170,organization,KOR,KOR,Die attaching tools,N73,Die attaching tools,tool_resource,,,2024.0,10.4,2024,$1.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
HANMI,P170,organization,KOR,KOR,Packaging tools,N76,Packaging tools,tool_resource,,,2024.0,6.8,2024,$675.9 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
HUN,P374,country,,HUN,Process control tools,N60,Process control tools,tool_resource,,,2024.0,0.5,2024,$13.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
HUN,P374,country,,HUN,"Film, stack, and shape metrology tools",N65,"Film, stack, and shape metrology tools",tool_resource,,,2024.0,2.8,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Hangzhou Changchuan Technology,P325,organization,CHN,CHN,Test tools,N120,Test tools,tool_resource,,,2024.0,4.1,2024,$6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Hangzhou Changchuan Technology,P325,organization,CHN,CHN,SoC test tools,N80,SoC test tools,tool_resource,,,2024.0,4.3,2024,$4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Hangzhou Changchuan Technology,P325,organization,CHN,CHN,Burn-in test tools,N81,Burn-in test tools,tool_resource,,,2024.0,9.1,2024,$215.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Hangzhou Changchuan Technology,P325,organization,CHN,CHN,Linear and discrete testing tools,N82,Linear and discrete testing tools,tool_resource,,,2024.0,24.6,2024,$224.8 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Hangzhou Changchuan Technology,P325,organization,CHN,CHN,Handlers and probers,N83,Handlers and probers,tool_resource,,,2024.0,7.6,2024,$2.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Hanwha Precision Machinery,P326,organization,KOR,KOR,Die attaching tools for IC,N131,Die attaching tools for IC,tool_resource,,,2024.0,1.2,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Heidelberg Instruments,P95,organization,DEU,DEU,Mask exposure systems - laser beam,N30,Mask exposure systems - laser beam,tool_resource,,,2024.0,1.3,2024,$185 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Hesse,P165,organization,DEU,DEU,Automatic wedge bonders,N136,Automatic wedge bonders,tool_resource,,,2024.0,15.6,2024,$100 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Hesse,P165,organization,DEU,DEU,Bonding tools,N72,Bonding tools,tool_resource,,,2024.0,1.2,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Hesse,P165,organization,DEU,DEU,Wire bonding tools,N74,Wire bonding tools,tool_resource,,,2024.0,3.9,2024,$702.5 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Hitachi,P97,organization,JPN,JPN,Dry etch tools,N103,Dry etch tools,tool_resource,,,2024.0,2.1,2024,$18.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Hitachi,P97,organization,JPN,JPN,Defect review stations,N116,Defect review stations,tool_resource,,,2024.0,3.8,2024,$618.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Hitachi,P97,organization,JPN,JPN,Dry etching and cleaning tools,N48,Dry etching and cleaning tools,tool_resource,,,2024.0,2.1,2024,$19.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Hitachi,P97,organization,JPN,JPN,Conductor etching tools,N50,Conductor etching tools,tool_resource,,,2024.0,4.0,2024,$9.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Hitachi,P97,organization,JPN,JPN,Etch and clean tools,N55,Etch and clean tools,tool_resource,,,2024.0,1.6,2024,$24.7 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Hitachi,P97,organization,JPN,JPN,Process control tools,N60,Process control tools,tool_resource,,,2024.0,5.6,2024,$13.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Hitachi,P97,organization,JPN,JPN,Critical dimensions metrology tools,N66,Critical dimensions metrology tools,tool_resource,,,2024.0,69.0,2024,$869.9 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Hitachi,P97,organization,JPN,JPN,Defect inspection tools,N67,Defect inspection tools,tool_resource,,,2024.0,2.3,2024,$5.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Hon Technologies,P327,organization,TWN,TWN,Handlers and probers,N83,Handlers and probers,tool_resource,,,2024.0,2.4,2024,$2.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Hoson,P160,organization,CHN,CHN,Die attaching tools for non-IC,N132,Die attaching tools for non-IC,tool_resource,,,2024.0,17.6,2024,$276.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Hoson,P160,organization,CHN,CHN,Bonding tools,N72,Bonding tools,tool_resource,,,2024.0,2.1,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Hoson,P160,organization,CHN,CHN,Die attaching tools,N73,Die attaching tools,tool_resource,,,2024.0,3.5,2024,$1.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Hoson,P160,organization,CHN,CHN,Linear and discrete testing tools,N82,Linear and discrete testing tools,tool_resource,,,2024.0,7.2,2024,$224.8 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Hwatsing,P129,organization,CHN,CHN,CMP tools (adv. pkg.),N124,CMP tools (adv. pkg.),tool_resource,,,2024.0,6.7,2024,$376.7 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Hwatsing,P129,organization,CHN,CHN,CMP tools,N86,CMP tools,tool_resource,,,2024.0,9.1,2024,$2.8 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
IMS Nanofabrication,P328,organization,AUT,AUT,Lithography tools,N19,Lithography tools,tool_resource,,,2024.0,1.5,2024,$29.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
IMS Nanofabrication,P328,organization,AUT,AUT,Mask exposure systems - e-beam,N29,Mask exposure systems - e-beam,tool_resource,,,2024.0,46.4,2024,$951.8 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ISR,P133,country,,ISR,Fabrication tools (for advanced packaging),N109,Fabrication tools (for advanced packaging),tool_resource,,,2024.0,2.9,2024,$5.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ISR,P133,country,,ISR,Process control tools,N60,Process control tools,tool_resource,,,2024.0,5.2,2024,$13.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ISR,P133,country,,ISR,Inspection tools (adv. pkg.),N63,Inspection tools (adv. pkg.),tool_resource,,,2024.0,18.6,2024,$905.7 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ISR,P133,country,,ISR,"Film, stack, and shape metrology tools",N65,"Film, stack, and shape metrology tools",tool_resource,,,2024.0,20.6,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ISR,P133,country,,ISR,Defect inspection tools,N67,Defect inspection tools,tool_resource,,,2024.0,3.4,2024,$5.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ITA,P33,country,,ITA,Test tools,N120,Test tools,tool_resource,,,2024.0,1.1,2024,$6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
ITA,P33,country,,ITA,SoC test tools,N80,SoC test tools,tool_resource,,,2024.0,1.4,2024,$4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
ITA,P33,country,,ITA,Burn-in test tools,N81,Burn-in test tools,tool_resource,,,2024.0,5.5,2024,$215.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
ITA,P33,country,,ITA,Handlers and probers,N83,Handlers and probers,tool_resource,,,2024.0,1.6,2024,$2.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Incal Technology,P329,organization,USA,USA,Burn-in test tools,N81,Burn-in test tools,tool_resource,,,2024.0,2.6,2024,$215.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Innogrity,P361,organization,SGP,SGP,Handlers and probers,N83,Handlers and probers,tool_resource,,,2024.0,1.1,2024,$2.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Iwashita Engineering,P330,organization,JPN,JPN,Other interconnect tools,N75,Other interconnect tools,tool_resource,,,2024.0,10.2,2024,$222.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
JEOL,P92,organization,JPN,JPN,Direct write systems,N108,Direct write systems,tool_resource,,,2024.0,67.2,2024,$33.4 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JEOL,P92,organization,JPN,JPN,Mask exposure systems - e-beam,N29,Mask exposure systems - e-beam,tool_resource,,,2024.0,15.0,2024,$951.8 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Wafer bonding and aligning tools,N10,Wafer bonding and aligning tools,tool_resource,,,2024.0,39.5,2024,$520.9 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Dry etch tools,N103,Dry etch tools,tool_resource,,,2024.0,28.9,2024,$18.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Plasma modification tools,N104,Plasma modification tools,tool_resource,,,2024.0,11.6,2024,$702.4 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,KrF (DUV) lithography tools,N105,KrF (DUV) lithography tools,tool_resource,,,2024.0,20.8,2024,$2.7 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,i-line lithography tools,N106,i-line lithography tools,tool_resource,,,2024.0,53.5,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Direct write systems,N108,Direct write systems,tool_resource,,,2024.0,67.2,2024,$33.4 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Fabrication tools (for advanced packaging),N109,Fabrication tools (for advanced packaging),tool_resource,,,2024.0,15.1,2024,$5.9 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Wafer handlers,N11,Wafer handlers,tool_resource,,,2024.0,85.6,2024,$2.3 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,CVD tools (adv. pkg.),N110,CVD tools (adv. pkg.),tool_resource,,,2024.0,8.0,2024,$383.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,PVD tools (adv. pkg.),N111,PVD tools (adv. pkg.),tool_resource,,,2024.0,7.0,2024,$1.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,ECP tools (adv. pkg.),N113,ECP tools (adv. pkg.),tool_resource,,,2024.0,3.4,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Defect review stations,N116,Defect review stations,tool_resource,,,2024.0,3.8,2024,$618.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Photomask handlers,N12,Photomask handlers,tool_resource,,,2024.0,86.8,2024,$100.3 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Test tools,N120,Test tools,tool_resource,,,2024.0,56.2,2024,$6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
JPN,P7,country,,JPN,Resist processing tools (adv. pkg.),N122,Resist processing tools (adv. pkg.),tool_resource,,,2024.0,80.0,2024,$227.5 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Mask aligners,N123,Mask aligners,tool_resource,,,2024.0,5.7,2024,$214.3 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,CMP tools (adv. pkg.),N124,CMP tools (adv. pkg.),tool_resource,,,2024.0,12.5,2024,$376.7 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Single wafer spin & spray systems (adv. pkg.),N125,Single wafer spin & spray systems (adv. pkg.),tool_resource,,,2024.0,76.7,2024,$403.3 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Lithography tools (adv. pkg.),N127,Lithography tools (adv. pkg.),tool_resource,,,2024.0,66.0,2024,$275.6 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Deposition tools (adv. pkg.),N128,Deposition tools (adv. pkg.),tool_resource,,,2024.0,5.7,2024,$2.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Etch and clean tools (adv. pkg.),N129,Etch and clean tools (adv. pkg.),tool_resource,,,2024.0,25.0,2024,$1.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Die attaching tools for IC,N131,Die attaching tools for IC,tool_resource,,,2024.0,16.8,2024,$1.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
JPN,P7,country,,JPN,Die attaching tools for non-IC,N132,Die attaching tools for non-IC,tool_resource,,,2024.0,10.0,2024,$276.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
JPN,P7,country,,JPN,Auto ball bonders for IC,N134,Auto ball bonders for IC,tool_resource,,,2024.0,4.5,2024,$337.6 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
JPN,P7,country,,JPN,Auto ball bonders for non-IC,N135,Auto ball bonders for non-IC,tool_resource,,,2024.0,5.2,2024,$140.1 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
JPN,P7,country,,JPN,Automatic wedge bonders,N136,Automatic wedge bonders,tool_resource,,,2024.0,0.8,2024,$100 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
JPN,P7,country,,JPN,Wafer level stud bonders,N137,Wafer level stud bonders,tool_resource,,,2024.0,13.1,2024,$25.2 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
JPN,P7,country,,JPN,Other deposition tools (non-IC),N138,Other deposition tools (non-IC),tool_resource,,,2024.0,12.8,2024,$1.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Ion implanters,N17,Ion implanters,tool_resource,,,2024.0,9.4,2024,$3.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Lithography tools,N19,Lithography tools,tool_resource,,,2024.0,17.4,2024,$29.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,ArF dry (DUV) lithography tools,N21,ArF dry (DUV) lithography tools,tool_resource,,,2024.0,5.7,2024,$887.8 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,ArF immersion (DUV) lithography tools,N22,ArF immersion (DUV) lithography tools,tool_resource,,,2024.0,1.3,2024,$10.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Mask exposure systems - e-beam,N29,Mask exposure systems - e-beam,tool_resource,,,2024.0,53.6,2024,$951.8 million (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Resist processing tools,N32,Resist processing tools,tool_resource,,,2024.0,93.9,2024,$3.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Deposition tools,N36,Deposition tools,tool_resource,,,2024.0,15.2,2024,$24.1 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Low-pressure CVD tools,N39,Low-pressure CVD tools,tool_resource,,,2024.0,30.5,2024,$1.8 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Atomic layer deposition tools,N41,Atomic layer deposition tools,tool_resource,,,2024.0,25.4,2024,$3.5 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Physical vapor deposition tools,N42,Physical vapor deposition tools,tool_resource,,,2024.0,3.1,2024,$4.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Rapid thermal processing tools,N43,Rapid thermal processing tools,tool_resource,,,2024.0,5.7,2024,$1.4 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Tube-based diffusion and deposition tools,N44,Tube-based diffusion and deposition tools,tool_resource,,,2024.0,79.9,2024,$2.2 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
JPN,P7,country,,JPN,Chemical vapor deposition tools,N47,Chemical vapor deposition tools,tool_resource,,,2024.0,5.8,2024,$9.6 billion (2024),"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
